frame,componente,problema,codigo_problema,area_px,largura_px,altura_px,x_px,y_px,proporcao_largura_altura,preenchimento,circularidade,tocou_crop_vertical,tocou_borda_lateral,threshold_usado,percentil_escuro_q,min_altura_config_px,min_largura_config_px,min_area_config_px
2,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.3876736125505972,False,False,75.0,38.0,70.0,80.0,6000.0
2,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,3.0,5.0,127.0,270.0,0.6,0.4,0.8085181428902574,False,False,75.0,38.0,70.0,80.0,6000.0
2,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,61.0,23.0,8.0,404.0,231.0,2.875,0.33152173913043476,0.28194349125893664,False,False,75.0,38.0,70.0,80.0,6000.0
2,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,192.0,25.0,16.0,398.0,100.0,1.5625,0.48,0.45995698795534634,False,False,75.0,38.0,70.0,80.0,6000.0
2,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,363.5,35.0,30.0,339.0,31.0,1.1666666666666667,0.3461904761904762,0.31119772603195495,False,False,75.0,38.0,70.0,80.0,6000.0
3,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2041.5,39.0,78.0,394.0,402.0,0.5,0.6711045364891519,0.5735204113776232,True,False,75.0,38.0,70.0,80.0,6000.0
3,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.3876736125505972,False,False,75.0,38.0,70.0,80.0,6000.0
3,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,3.0,5.0,127.0,270.0,0.6,0.4,0.8085181428902574,False,False,75.0,38.0,70.0,80.0,6000.0
3,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,61.0,23.0,8.0,404.0,231.0,2.875,0.33152173913043476,0.28194349125893664,False,False,75.0,38.0,70.0,80.0,6000.0
3,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,195.0,25.0,16.0,398.0,100.0,1.5625,0.4875,0.4671438158921486,False,False,75.0,38.0,70.0,80.0,6000.0
3,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,363.5,35.0,30.0,339.0,31.0,1.1666666666666667,0.3461904761904762,0.31119772603195495,False,False,75.0,38.0,70.0,80.0,6000.0
4,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2041.5,39.0,78.0,394.0,402.0,0.5,0.6711045364891519,0.5735204113776232,True,False,75.0,38.0,70.0,80.0,6000.0
4,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.3876736125505972,False,False,75.0,38.0,70.0,80.0,6000.0
4,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,3.0,4.0,127.0,270.0,0.75,0.3333333333333333,0.8573716241035623,False,False,75.0,38.0,70.0,80.0,6000.0
4,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,61.0,23.0,8.0,404.0,231.0,2.875,0.33152173913043476,0.28194349125893664,False,False,75.0,38.0,70.0,80.0,6000.0
4,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,195.0,25.0,16.0,398.0,100.0,1.5625,0.4875,0.4671438158921486,False,False,75.0,38.0,70.0,80.0,6000.0
4,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,365.0,35.0,30.0,339.0,31.0,1.1666666666666667,0.3476190476190476,0.3112340082911955,False,False,75.0,38.0,70.0,80.0,6000.0
5,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2040.5,39.0,78.0,394.0,402.0,0.5,0.67077580539119,0.5732394804878963,True,False,75.0,38.0,70.0,80.0,6000.0
5,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.3876736125505972,False,False,75.0,38.0,70.0,80.0,6000.0
5,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
5,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,61.0,23.0,8.0,404.0,231.0,2.875,0.33152173913043476,0.28194349125893664,False,False,75.0,38.0,70.0,80.0,6000.0
5,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,201.5,25.0,15.0,398.0,100.0,1.6666666666666667,0.5373333333333333,0.4859659555307696,False,False,75.0,38.0,70.0,80.0,6000.0
5,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,369.0,35.0,30.0,339.0,31.0,1.1666666666666667,0.3514285714285714,0.3045280145361583,False,False,75.0,38.0,70.0,80.0,6000.0
6,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2029.0,39.0,78.0,394.0,402.0,0.5,0.6669953977646286,0.5624616381138516,True,False,75.0,38.0,70.0,80.0,6000.0
6,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.3876736125505972,False,False,75.0,38.0,70.0,80.0,6000.0
6,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
6,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,62.0,23.0,8.0,404.0,231.0,2.875,0.33695652173913043,0.2865655157058044,False,False,75.0,38.0,70.0,80.0,6000.0
6,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,241.5,25.0,16.0,398.0,100.0,1.5625,0.60375,0.5228801177809556,False,False,75.0,38.0,70.0,80.0,6000.0
6,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,366.5,35.0,30.0,339.0,31.0,1.1666666666666667,0.34904761904761905,0.30951875423517905,False,False,75.0,38.0,70.0,80.0,6000.0
7,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2029.0,39.0,78.0,394.0,402.0,0.5,0.6669953977646286,0.5624616381138516,True,False,75.0,38.0,70.0,80.0,6000.0
7,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.3876736125505972,False,False,75.0,38.0,70.0,80.0,6000.0
7,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
7,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,60.0,23.0,8.0,404.0,231.0,2.875,0.32608695652173914,0.2773214680801141,False,False,75.0,38.0,70.0,80.0,6000.0
7,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,246.0,25.0,16.0,398.0,100.0,1.5625,0.615,0.5133861515315901,False,False,75.0,38.0,70.0,80.0,6000.0
7,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,370.0,35.0,30.0,339.0,31.0,1.1666666666666667,0.3523809523809524,0.30535329370834297,False,False,75.0,38.0,70.0,80.0,6000.0
8,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2038.5,39.0,78.0,394.0,402.0,0.5,0.6701183431952663,0.5726776187084422,True,False,75.0,38.0,70.0,80.0,6000.0
8,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.3876736125505972,False,False,75.0,38.0,70.0,80.0,6000.0
8,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
8,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,60.0,23.0,8.0,404.0,231.0,2.875,0.32608695652173914,0.2773214680801141,False,False,75.0,38.0,70.0,80.0,6000.0
8,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,247.0,25.0,17.0,398.0,99.0,1.4705882352941178,0.5811764705882353,0.504640601207857,False,False,75.0,38.0,70.0,80.0,6000.0
8,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,367.0,35.0,30.0,339.0,31.0,1.1666666666666667,0.3495238095238095,0.3069855221901566,False,False,75.0,38.0,70.0,80.0,6000.0
9,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2040.0,39.0,78.0,394.0,402.0,0.5,0.6706114398422091,0.5655109612949109,True,False,75.0,38.0,70.0,80.0,6000.0
9,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.3876736125505972,False,False,75.0,38.0,70.0,80.0,6000.0
9,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
9,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,60.0,23.0,8.0,404.0,231.0,2.875,0.32608695652173914,0.2773214680801141,False,False,75.0,38.0,70.0,80.0,6000.0
9,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,244.5,25.0,17.0,398.0,99.0,1.4705882352941178,0.5752941176470588,0.518047699524847,False,False,75.0,38.0,70.0,80.0,6000.0
9,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,367.0,35.0,30.0,339.0,31.0,1.1666666666666667,0.3495238095238095,0.3069855221901566,False,False,75.0,38.0,70.0,80.0,6000.0
10,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2046.5,39.0,78.0,394.0,402.0,0.5,0.6727481919789612,0.55985079348557,True,False,75.0,38.0,70.0,80.0,6000.0
10,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.38767361107474846,False,False,75.0,38.0,70.0,80.0,6000.0
10,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,123.0,287.0,1.0,0.25,0.5390120952601716,False,False,75.0,38.0,70.0,80.0,6000.0
10,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
10,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,60.0,23.0,8.0,404.0,231.0,2.875,0.32608695652173914,0.2773214680801141,False,False,75.0,38.0,70.0,80.0,6000.0
10,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,234.0,25.0,17.0,398.0,99.0,1.4705882352941178,0.5505882352941176,0.5034297142395567,False,False,75.0,38.0,70.0,80.0,6000.0
10,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,363.5,35.0,30.0,339.0,31.0,1.1666666666666667,0.3461904761904762,0.31119772603195495,False,False,75.0,38.0,70.0,80.0,6000.0
11,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2047.0,39.0,78.0,394.0,402.0,0.5,0.6729125575279421,0.5630612406685881,True,False,75.0,38.0,70.0,80.0,6000.0
11,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.38767361107474846,False,False,75.0,38.0,70.0,80.0,6000.0
11,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,123.0,287.0,1.0,0.25,0.5390120952601716,False,False,75.0,38.0,70.0,80.0,6000.0
11,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
11,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,60.0,23.0,8.0,404.0,231.0,2.875,0.32608695652173914,0.2773214680801141,False,False,75.0,38.0,70.0,80.0,6000.0
11,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,38.0,136.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,38.0,70.0,80.0,6000.0
11,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,234.0,25.0,17.0,398.0,99.0,1.4705882352941178,0.5505882352941176,0.5034297142395567,False,False,75.0,38.0,70.0,80.0,6000.0
11,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,363.5,35.0,30.0,339.0,31.0,1.1666666666666667,0.3461904761904762,0.31119772603195495,False,False,75.0,38.0,70.0,80.0,6000.0
12,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2044.5,39.0,78.0,394.0,402.0,0.5,0.6720907297830375,0.5743632040468041,True,False,75.0,38.0,70.0,80.0,6000.0
12,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,119.5,27.0,11.0,394.0,344.0,2.4545454545454546,0.40235690235690236,0.39013181525537066,False,False,75.0,38.0,70.0,80.0,6000.0
12,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,123.0,287.0,1.0,0.25,0.5390120952601716,False,False,75.0,38.0,70.0,80.0,6000.0
12,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
12,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,60.0,23.0,8.0,404.0,231.0,2.875,0.32608695652173914,0.2773214680801141,False,False,75.0,38.0,70.0,80.0,6000.0
12,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,217.5,25.0,16.0,398.0,100.0,1.5625,0.54375,0.5245538229674561,False,False,75.0,38.0,70.0,80.0,6000.0
12,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,478.5,35.0,30.0,339.0,31.0,1.1666666666666667,0.45571428571428574,0.4176900663776229,False,False,75.0,38.0,70.0,80.0,6000.0
13,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2044.5,39.0,78.0,394.0,402.0,0.5,0.6720907297830375,0.578889295093072,True,False,75.0,38.0,70.0,80.0,6000.0
13,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,119.5,27.0,11.0,394.0,344.0,2.4545454545454546,0.40235690235690236,0.39013181525537066,False,False,75.0,38.0,70.0,80.0,6000.0
13,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,123.0,287.0,1.0,0.25,0.5390120952601716,False,False,75.0,38.0,70.0,80.0,6000.0
13,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
13,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,60.0,23.0,8.0,404.0,231.0,2.875,0.32608695652173914,0.2773214680801141,False,False,75.0,38.0,70.0,80.0,6000.0
13,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,217.5,25.0,16.0,398.0,100.0,1.5625,0.54375,0.5245538229674561,False,False,75.0,38.0,70.0,80.0,6000.0
13,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,478.5,35.0,30.0,339.0,31.0,1.1666666666666667,0.45571428571428574,0.4176900663776229,False,False,75.0,38.0,70.0,80.0,6000.0
14,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2046.0,39.0,78.0,394.0,402.0,0.5,0.6725838264299803,0.5716138081697246,True,False,75.0,38.0,70.0,80.0,6000.0
14,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,119.5,27.0,11.0,394.0,344.0,2.4545454545454546,0.40235690235690236,0.39013181525537066,False,False,75.0,38.0,70.0,80.0,6000.0
14,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,123.0,287.0,1.0,0.25,0.5390120952601716,False,False,75.0,38.0,70.0,80.0,6000.0
14,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
14,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,60.0,23.0,8.0,404.0,231.0,2.875,0.32608695652173914,0.2773214680801141,False,False,75.0,38.0,70.0,80.0,6000.0
14,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,217.5,25.0,16.0,398.0,100.0,1.5625,0.54375,0.5245538229674561,False,False,75.0,38.0,70.0,80.0,6000.0
14,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,478.5,35.0,30.0,339.0,31.0,1.1666666666666667,0.45571428571428574,0.4176900663776229,False,False,75.0,38.0,70.0,80.0,6000.0
15,0,Objeto escuro rejeitado porque é estreito demais para ser a bolinha.,too_small_width,2049.5,39.0,78.0,394.0,402.0,0.5,0.6737343852728468,0.5694416351986534,True,False,75.0,38.0,70.0,80.0,6000.0
15,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,121.0,27.0,11.0,394.0,344.0,2.4545454545454546,0.4074074074074074,0.38767361107474846,False,False,75.0,38.0,70.0,80.0,6000.0
15,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,4.0,123.0,287.0,1.0,0.25,0.5390120952601716,False,False,75.0,38.0,70.0,80.0,6000.0
15,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,8.0,3.0,6.0,127.0,269.0,0.5,0.4444444444444444,0.7398388372977943,False,False,75.0,38.0,70.0,80.0,6000.0
15,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,60.0,23.0,8.0,404.0,231.0,2.875,0.32608695652173914,0.2773214680801141,False,False,75.0,38.0,70.0,80.0,6000.0
15,6,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,217.5,25.0,16.0,398.0,100.0,1.5625,0.54375,0.5245538229674561,False,False,75.0,38.0,70.0,80.0,6000.0
15,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,357.0,70.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,38.0,70.0,80.0,6000.0
