frame,valid,method,confidence,x_center_px,y_center_px,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px,area_px,fill_ratio,circularity,mean_gray,y_top_blob_px,y_top_subpx,x_top_blob_px,top_columns_used,topo_ruler_mm,bbox_aspect,mask_threshold,q_dark,fracao_bbox_a_direita_da_regua,limite_regua_x_px,topo_ruler_mm_estimado,topo_score,valid_ball_candidate,top_valid,top_reason,problema_frame,componentes_encontrados_na_mascara,componentes_rejeitados,candidatos_aceitos_no_frame,threshold_usado,percentil_escuro_q,historical_x_center_median_px,historical_x_margin_px,outside_historical_region,valid_ball,y_top_subpx_median,topo_ruler_mm_median,x_center_px_median,y_center_px_median,ruler_ok,ruler_reason,ruler_detection_mode,ruler_roi_x_px,ruler_roi_y_px,ruler_roi_w_px,ruler_roi_h_px,ruler_top_y_px,ruler_zero_y_px,ruler_top_x_px,ruler_zero_x_px,ruler_height_mm,px_per_mm,mm_per_px,ruler_tick_count,ruler_green_guide_detected,ruler_green_guide_x_px,ruler_green_guide_y_min_px,ruler_green_guide_y_max_px,ruler_green_guide_bbox_x_px,ruler_green_guide_bbox_y_px,ruler_green_guide_bbox_w_px,ruler_green_guide_bbox_h_px,ruler_green_guide_area_px,ruler_height_mm_config,video_width_px,video_height_px,ball_crop_ymin_ratio,ball_crop_ymax_ratio,ball_min_effective_threshold,reject_giant_border_blobs,ball_min_width_px_config,ball_min_height_px_config,ball_min_area_px_config,ball_max_aspect_ratio_config,physical_gate_enabled,ball_max_bbox_fraction_right_of_ruler_config,ball_ruler_left_margin_px_config,physical_x_mask_enabled,ball_physical_x_cut_margin_px_config,physical_ball_x_limit_px,ball_min_topo_ruler_mm_config,historical_x_gate_enabled_config,sync_red_area_px,sync_red_centroid_x_px,sync_red_centroid_y_px,sync_raw_score,sync_score,sync_pulse,led_on,sync_event,sync_rising_edge,sync_falling_edge,sync_rising_frame,sync_falling_frame,sync_initial_rising_frame,sync_initial_falling_frame,sync_initial_pulse_width_frames,sync_last_rising_frame,sync_last_falling_frame,sync_total_pulses,sync_pulse_index,sync_pulse_start_frame,sync_pulse_end_frame,sync_pulse_width_frames,sync_pulse_is_first,sync_pulse_is_last,time_video_ms,time_real_ms,frame_sync,time_sync_ms,time_from_sync_fall_ms,sync_pulse_start_time_sync_ms,sync_pulse_end_time_sync_ms,sync_pulse_width_ms,fps_playback,fps_capture,metadata_time_source,metadata_time_confidence,time_scale_detected,sync_initial_pulse_width_frames_calc,sync_initial_pulse_width_ms_calc
10,True,dark_blob,0.8636271889740391,196.18733833693761,327.3663762031972,92.0,228.0,232.0,185.0,31444.0,0.732618825722274,0.6945906002927401,48.332021906080826,229.0,229.18208092485548,189.0,226,13.698981390102919,1.2540540540540541,75.0,38.0,0.0,455.0,13.698981390102919,0.276410670006054,True,True,OK,OK,13,12,1,75.0,38.0,196.30603824115596,110.0,False,True,229.16981132075472,13.699953980671882,196.15072979934493,327.3679135256634,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,216.5,17.023094688221708,189.33256351039262,58.36664673999681,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,333.3362009774223,41.666666666666664,-107,-445.83333333333337,-645.8333333333334,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
11,True,dark_blob,0.8638130913162152,196.15072979934493,327.38278161138845,92.0,228.0,232.0,185.0,31447.0,0.7326887232059646,0.6961853538367033,48.346561762391815,229.0,229.16824644549763,189.0,226,13.700078025661774,1.2540540540540541,75.0,38.0,0.0,455.0,13.700078025661774,0.2764751779801044,True,True,OK,OK,13,12,1,75.0,38.0,196.30603824115596,110.0,False,True,229.16981132075472,13.699953980671882,196.15072979934493,327.3679135256634,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,217.0,16.94162826420891,189.3748079877112,58.48414634146342,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,366.6698210751646,45.83333333333333,-106,-441.66666666666663,-641.6666666666667,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
12,True,dark_blob,0.8640763737574015,196.1414576968771,327.36036681093003,93.0,228.0,231.0,185.0,31424.0,0.7353223353223354,0.693517623427646,48.29675936132019,229.0,229.35714285714286,189.0,226,13.685104529616725,1.2486486486486486,75.0,38.0,0.0,455.0,13.685104529616725,0.27559438409510145,True,True,OK,OK,13,12,1,75.0,38.0,196.30603824115596,110.0,False,True,229.16981132075472,13.699953980671882,196.1484266929547,327.3692004262697,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,212.0,16.989779874213834,189.2209119496855,57.3526320071597,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,400.00344117290683,50.0,-105,-437.5,-637.5,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
13,True,dark_blob,0.8644607908807684,196.09979693870517,327.3692004262697,93.0,228.0,231.0,185.0,31435.5,0.7355914355914356,0.696379237006572,48.306384586324135,229.0,229.35714285714286,189.0,225,13.685104529616725,1.2486486486486486,75.0,38.0,0.0,455.0,13.685104529616725,0.27559438409510145,True,True,OK,OK,13,12,1,75.0,38.0,196.30603824115596,110.0,False,True,229.17045454545453,13.699902993348116,196.1484266929547,327.37002279836696,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,212.0,16.989779874213834,189.2209119496855,57.328484256773244,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,433.33706127064903,54.16666666666667,-104,-433.33333333333337,-633.3333333333333,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
14,True,dark_blob,0.8642371612938402,196.1484266929547,327.382114596749,93.0,228.0,231.0,185.0,31446.5,0.7358488358488359,0.6935680758427821,48.324028324154206,229.0,229.16350710900474,189.0,226,13.700453704774015,1.2486486486486486,75.0,38.0,0.0,455.0,13.700453704774015,0.2764972767514126,True,True,OK,OK,12,11,1,75.0,38.0,196.30603824115596,110.0,False,True,229.17045454545453,13.699902993348116,196.1414576968771,327.37744100248074,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,205.0,17.23333333333333,189.09186991869916,56.370705547176144,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,466.6706813683913,58.333333333333336,-103,-429.16666666666663,-629.1666666666666,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
15,True,dark_blob,0.8644800387797995,196.13947374000804,327.37744100248074,93.0,228.0,231.0,185.0,31442.0,0.7357435357435358,0.6960746617612701,48.34258734655336,229.0,229.16350710900474,189.0,225,13.700453704774015,1.2486486486486486,75.0,38.0,0.0,455.0,13.700453704774015,0.2764972767514126,True,True,OK,OK,12,11,1,75.0,38.0,196.30603824115596,110.0,False,True,229.17045454545453,13.699902993348116,196.13947374000804,327.37744100248074,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,207.0,17.134460547504023,189.09339774557162,57.724725822532406,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,500.0043014661335,62.5,-102,-425.0,-625.0,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
16,True,dark_blob,0.8641855581898009,196.15811993001432,327.37002279836696,93.0,228.0,231.0,185.0,31435.0,0.7355797355797355,0.6937603888113282,48.33062586575998,229.0,229.17045454545453,189.0,225,13.699902993348116,1.2486486486486486,75.0,38.0,0.0,455.0,13.699902993348116,0.2764648819616539,True,True,OK,OK,11,10,1,75.0,38.0,196.30603824115596,110.0,False,True,229.16350710900474,13.700453704774015,196.13233789707462,327.37744100248074,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,207.5,16.893975903614457,189.27791164658635,59.06405782652044,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,533.3379215638757,66.66666666666667,-101,-420.8333333333333,-620.8333333333334,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
17,True,dark_blob,0.8645500341244636,196.13233789707462,327.38259099654937,93.0,228.0,231.0,185.0,31443.5,0.7357786357786358,0.6965564592092836,48.33803348860632,229.0,229.17222222222222,189.0,225,13.699762872628726,1.2486486486486486,75.0,38.0,0.0,455.0,13.699762872628726,0.27645663956639566,True,True,OK,OK,11,10,1,75.0,38.0,196.30603824115596,110.0,False,True,229.16350710900474,13.700453704774015,196.13947374000804,327.37744100248074,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,211.5,16.65011820330969,189.13553979511425,59.8247794117647,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,566.671541661618,70.83333333333333,-100,-416.6666666666667,-616.6666666666667,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
18,True,dark_blob,0.8646702391529766,196.10908792129172,327.37924472292013,93.0,228.0,231.0,185.0,31441.0,0.7357201357201357,0.69758576914146,48.34687903301961,229.0,229.11621621621623,189.0,225,13.704202373104811,1.2486486486486486,75.0,38.0,0.0,455.0,13.704202373104811,0.2767177866532242,True,True,OK,OK,11,10,1,75.0,38.0,196.30603824115596,110.0,False,True,229.17045454545453,13.699902993348116,196.13947374000804,327.3759887185359,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,219.0,16.926179604261794,188.9558599695586,62.29587286527514,0.0025296212961303296,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,600.0051617593602,75.0,-99,-412.5,-612.5,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
19,True,dark_blob,0.8646624812578947,196.09818796785206,327.3759887185359,93.0,228.0,231.0,185.0,31438.0,0.7356499356499356,0.69751920706804,48.338538059560534,229.0,229.11621621621623,189.0,225,13.704202373104811,1.2486486486486486,75.0,38.0,0.0,455.0,13.704202373104811,0.2767177866532242,True,True,OK,OK,11,10,1,75.0,38.0,196.30603824115596,110.0,False,True,229.17222222222222,13.699762872628726,196.13233789707462,327.3759887185359,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,219.0,16.926179604261794,188.9558599695586,62.27163187855788,0.002487421276229207,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,633.3387818571025,79.16666666666666,-98,-408.3333333333333,-608.3333333333333,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
